fixture_id,type,tool_name,expected_status,actual_status,passed,issues_count,scan_time_ms,rule,error
corpus-attacks:boundary-evasion/boundary-evasion-003.json,attacks,read_file,critical,critical,yes,1,25.03,resource-null-byte,
corpus-attacks:boundary-evasion/boundary-evasion-004.json,attacks,read_file,critical,critical,yes,1,25.01,semantic-path-guard,
corpus-attacks:boundary-evasion/boundary-evasion-005.json,attacks,read_file,critical,critical,yes,1,25.02,semantic-path-guard,
corpus-attacks:boundary-evasion/boundary-evasion-006.json,attacks,read_file,critical,critical,yes,1,25.01,block-path-traversal,
corpus-attacks:boundary-evasion/boundary-evasion-008.json,attacks,write_file,critical,critical,yes,1,25.03,default,
corpus-attacks:boundary-evasion/boundary-evasion-009.json,attacks,read_file,critical,critical,yes,1,91.47,semantic-path-guard,
corpus-attacks:boundary-evasion/boundary-evasion-010.json,attacks,execute_command,critical,critical,yes,1,25.01,deny-dangerous-tools,
corpus-attacks:command-injection/command-injection-001.json,attacks,execute_command,critical,critical,yes,1,25.02,request-prompt-injection,
corpus-attacks:command-injection/command-injection-002.json,attacks,execute_command,critical,critical,yes,1,25.01,deny-dangerous-tools,
corpus-attacks:command-injection/command-injection-003.json,attacks,execute_command,critical,critical,yes,1,25.01,deny-dangerous-tools,
corpus-attacks:command-injection/command-injection-004.json,attacks,execute_command,critical,critical,yes,1,25.01,deny-dangerous-tools,
corpus-attacks:command-injection/command-injection-005.json,attacks,execute_command,critical,critical,yes,1,25.01,request-prompt-injection,
corpus-attacks:command-injection/command-injection-006.json,attacks,execute_command,critical,critical,yes,1,25.01,deny-dangerous-tools,
corpus-attacks:context-injection/context-injection-001.json,attacks,template_render,critical,critical,yes,1,25.01,semantic-ssti-guard,
corpus-attacks:context-injection/context-injection-002.json,attacks,template_render,critical,critical,yes,1,25.01,semantic-ssti-guard,
corpus-attacks:context-injection/context-injection-003.json,attacks,template_render,critical,critical,yes,1,25.02,semantic-ssti-guard,
corpus-attacks:context-injection/context-injection-004.json,attacks,template_render,critical,critical,yes,1,25.01,semantic-ssti-guard,
corpus-attacks:context-injection/context-injection-005.json,attacks,template_render,critical,critical,yes,1,25.01,semantic-ssti-guard,
corpus-attacks:context-injection/context-injection-006.json,attacks,template_render,critical,critical,yes,1,25.01,semantic-ssti-guard,
corpus-attacks:context-injection/context-injection-007.json,attacks,render_markdown,critical,critical,yes,1,25.01,semantic-ssti-guard,
corpus-attacks:context-injection/context-injection-008.json,attacks,render_markdown,critical,critical,yes,1,25.01,semantic-ssti-guard,
corpus-attacks:context-injection/context-injection-009.json,attacks,send_message,critical,critical,yes,1,25.01,default,
corpus-attacks:context-injection/context-injection-010.json,attacks,send_message,critical,critical,yes,1,25.01,encoding-evasion-guard,
corpus-attacks:credential-exfil/cred-001.json,attacks,read_file,critical,critical,yes,1,25.01,semantic-path-guard,
corpus-attacks:credential-exfil/cred-002.json,attacks,read_file,critical,critical,yes,1,25.01,semantic-path-guard,
corpus-attacks:credential-exfil/cred-003.json,attacks,read_file,critical,critical,yes,1,25.01,semantic-path-guard,
corpus-attacks:credential-exfil/cred-004.json,attacks,read_file,critical,critical,yes,1,25.01,semantic-path-guard,
corpus-attacks:credential-exfil/cred-005.json,attacks,read_file,critical,critical,yes,1,25.01,semantic-path-guard,
corpus-attacks:credential-exfil/cred-006.json,attacks,read_file,critical,critical,yes,1,25.01,semantic-path-guard,
corpus-attacks:credential-exfil/cred-007.json,attacks,read_file,critical,critical,yes,1,25.01,block-sensitive-paths,
corpus-attacks:credential-exfil/cred-008.json,attacks,read_file,critical,critical,yes,1,25.01,block-sensitive-paths,
corpus-attacks:credential-exfil/cred-009.json,attacks,read_file,critical,critical,yes,1,25.01,block-sensitive-paths,
corpus-attacks:credential-exfil/cred-010.json,attacks,read_file,critical,critical,yes,1,25.01,block-sensitive-paths,
corpus-attacks:credential-exfil/cred-011.json,attacks,read_file,critical,critical,yes,1,25.01,block-sensitive-paths,
corpus-attacks:credential-exfil/cred-012.json,attacks,read_file,critical,critical,yes,1,25.01,semantic-path-guard,
corpus-attacks:credential-exfil/cred-013.json,attacks,read_file,critical,critical,yes,1,25.02,semantic-path-guard,
corpus-attacks:credential-exfil/cred-014.json,attacks,read_file,critical,critical,yes,1,25.01,semantic-path-guard,
corpus-attacks:credential-exfil/cred-015.json,attacks,read_file,critical,critical,yes,1,25.01,semantic-path-guard,
corpus-attacks:credential-exfil/cred-016.json,attacks,read_file,critical,critical,yes,1,25.01,semantic-path-guard,
corpus-attacks:credential-exfil/cred-017.json,attacks,read_file,critical,critical,yes,1,25.01,semantic-path-guard,
corpus-attacks:credential-exfil/cred-018.json,attacks,read_file,critical,critical,yes,1,25.01,semantic-path-guard,
corpus-attacks:credential-exfil/cred-019.json,attacks,read_file,critical,critical,yes,1,25.01,semantic-path-guard,
corpus-attacks:credential-exfil/cred-020.json,attacks,read_file,critical,critical,yes,1,25.01,semantic-path-guard,
corpus-attacks:credential-exfil/cred-021.json,attacks,read_file,critical,critical,yes,1,25.01,block-sensitive-paths,
corpus-attacks:credential-exfil/cred-022.json,attacks,read_file,critical,critical,yes,1,25.01,block-sensitive-paths,
corpus-attacks:credential-exfil/cred-024.json,attacks,read_file,critical,critical,yes,1,25.01,block-sensitive-paths,
corpus-attacks:credential-exfil/cred-027.json,attacks,search,critical,critical,yes,1,25.01,request-prompt-injection,
corpus-attacks:cross-tool-chain/chain-001.json,attacks,search,critical,critical,yes,1,25.01,request-prompt-injection,
corpus-attacks:cross-tool-chain/chain-002.json,attacks,search,critical,critical,yes,1,25.01,request-prompt-injection,
corpus-attacks:cross-tool-chain/chain-003.json,attacks,search,critical,critical,yes,1,25.01,request-prompt-injection,
corpus-attacks:cross-tool-chain/chain-004.json,attacks,search,critical,critical,yes,1,25.01,request-prompt-injection,
corpus-attacks:cross-tool-chain/chain-005.json,attacks,search,critical,critical,yes,1,25.01,request-prompt-injection,
corpus-attacks:cross-tool-chain/chain-006.json,attacks,search,critical,critical,yes,1,25.01,request-prompt-injection,
corpus-attacks:cross-tool-chain/chain-007.json,attacks,search,critical,critical,yes,1,25.01,request-prompt-injection,
corpus-attacks:cross-tool-chain/chain-008.json,attacks,search,critical,critical,yes,1,25.01,request-prompt-injection,
corpus-attacks:cross-tool-chain/chain-009.json,attacks,search,critical,critical,yes,1,25.0,request-prompt-injection,
corpus-attacks:cross-tool-chain/chain-010.json,attacks,search,critical,critical,yes,1,25.01,semantic-shell-guard,
corpus-attacks:cross-tool-chain/chain-011.json,attacks,search,critical,critical,yes,1,25.01,request-prompt-injection,
corpus-attacks:cross-tool-chain/chain-012.json,attacks,search,critical,critical,yes,1,25.01,request-prompt-injection,
corpus-attacks:cross-tool-chain/chain-013.json,attacks,search,critical,critical,yes,1,25.0,request-prompt-injection,
corpus-attacks:cross-tool-chain/chain-014.json,attacks,search,critical,critical,yes,1,25.01,request-prompt-injection,
corpus-attacks:cross-tool-chain/chain-015.json,attacks,search,critical,critical,yes,1,25.01,semantic-url-guard,
corpus-attacks:cross-tool-chain/chain-016.json,attacks,search,critical,critical,yes,1,25.0,request-prompt-injection,
corpus-attacks:dangerous-js/dangerous-js-001.json,attacks,execute_code,critical,critical,yes,1,25.0,encoding-evasion-guard,
corpus-attacks:dangerous-js/dangerous-js-002.json,attacks,execute_code,critical,critical,yes,1,25.01,default,
corpus-attacks:dangerous-js/dangerous-js-003.json,attacks,execute_code,critical,critical,yes,1,25.01,encoding-evasion-guard,
corpus-attacks:dangerous-js/dangerous-js-004.json,attacks,execute_code,critical,critical,yes,1,25.0,default,
corpus-attacks:dangerous-js/dangerous-js-005.json,attacks,execute_code,critical,critical,yes,1,25.01,default,
corpus-attacks:dangerous-js/dangerous-js-006.json,attacks,render_html,critical,critical,yes,1,25.0,default,
corpus-attacks:dangerous-js/dangerous-js-007.json,attacks,render_html,critical,critical,yes,1,25.01,default,
corpus-attacks:dangerous-js/dangerous-js-008.json,attacks,execute_code,critical,critical,yes,1,25.01,default,
corpus-attacks:deserialization/deserialization-001.json,attacks,cache_set,critical,critical,yes,1,25.01,semantic-shell-guard,
corpus-attacks:deserialization/deserialization-002.json,attacks,cache_set,critical,critical,yes,1,25.01,block-path-traversal,
corpus-attacks:deserialization/deserialization-003.json,attacks,execute_code,critical,critical,yes,1,25.01,semantic-language-gadget,
corpus-attacks:deserialization/deserialization-004.json,attacks,execute_code,critical,critical,yes,1,25.01,semantic-language-gadget,
corpus-attacks:deserialization/deserialization-005.json,attacks,execute_code,critical,critical,yes,1,25.01,semantic-shell-guard,
corpus-attacks:deserialization/deserialization-006.json,attacks,execute_code,critical,critical,yes,1,25.01,default,
corpus-attacks:deserialization/deserialization-007.json,attacks,template_render,critical,critical,yes,1,25.01,semantic-language-gadget,
corpus-attacks:deserialization/deserialization-008.json,attacks,execute_code,critical,critical,yes,1,25.0,semantic-dns-exfil,
corpus-attacks:file-inclusion/file-inclusion-001.json,attacks,read_file,critical,critical,yes,1,25.01,semantic-path-guard,
corpus-attacks:file-inclusion/file-inclusion-003.json,attacks,read_file,critical,critical,yes,1,25.01,semantic-path-guard,
corpus-attacks:file-inclusion/file-inclusion-004.json,attacks,read_file,critical,critical,yes,1,25.01,semantic-path-guard,
corpus-attacks:file-inclusion/file-inclusion-005.json,attacks,read_file,critical,critical,yes,1,25.0,semantic-language-gadget,
corpus-attacks:file-inclusion/file-inclusion-008.json,attacks,include_file,critical,critical,yes,1,25.01,semantic-dns-exfil,
corpus-attacks:graphql-injection/graphql-injection-001.json,attacks,graphql_query,critical,critical,yes,1,25.01,semantic-sql-guard,
corpus-attacks:graphql-injection/graphql-injection-002.json,attacks,graphql_query,critical,critical,yes,1,25.0,default,
corpus-attacks:graphql-injection/graphql-injection-003.json,attacks,graphql_query,critical,critical,yes,1,25.01,default,
corpus-attacks:graphql-injection/graphql-injection-004.json,attacks,graphql_query,critical,critical,yes,1,25.01,semantic-sql-guard,
corpus-attacks:http-smuggling/http-smuggling-001.json,attacks,fetch_url,critical,critical,yes,1,25.01,semantic-url-guard,
corpus-attacks:http-smuggling/http-smuggling-002.json,attacks,fetch_url,critical,critical,yes,1,25.01,semantic-url-guard,
corpus-attacks:http-smuggling/http-smuggling-003.json,attacks,fetch_url,critical,critical,yes,1,25.01,semantic-url-guard,
corpus-attacks:http-smuggling/http-smuggling-004.json,attacks,fetch_url,critical,critical,yes,1,25.01,semantic-url-guard,
corpus-attacks:jwt-manipulation/jwt-manipulation-001.json,attacks,api_request,critical,critical,yes,1,25.02,secret-scan,
corpus-attacks:jwt-manipulation/jwt-manipulation-002.json,attacks,api_request,critical,critical,yes,1,25.02,default,
corpus-attacks:jwt-manipulation/jwt-manipulation-003.json,attacks,authenticate,critical,critical,yes,1,25.02,semantic-dns-exfil,
corpus-attacks:jwt-manipulation/jwt-manipulation-004.json,attacks,authenticate,critical,critical,yes,1,25.02,default,
corpus-attacks:log-injection/log-injection-001.json,attacks,write_log,critical,critical,yes,1,25.02,default,
corpus-attacks:log-injection/log-injection-002.json,attacks,write_log,critical,critical,yes,1,25.01,default,
corpus-attacks:log-injection/log-injection-003.json,attacks,write_log,critical,critical,yes,1,25.01,semantic-log-injection,
corpus-attacks:log-injection/log-injection-004.json,attacks,write_log,critical,critical,yes,1,25.01,default,
corpus-attacks:log-injection/log-injection-005.json,attacks,write_log,critical,critical,yes,1,25.01,default,
corpus-attacks:polyglot-injection/polyglot-injection-001.json,attacks,execute_command,critical,critical,yes,1,25.0,deny-dangerous-tools,
corpus-attacks:polyglot-injection/polyglot-injection-002.json,attacks,database_query,critical,critical,yes,1,25.01,semantic-sql-guard,
corpus-attacks:polyglot-injection/polyglot-injection-003.json,attacks,template_render,critical,critical,yes,1,25.01,semantic-shell-guard,
corpus-attacks:polyglot-injection/polyglot-injection-004.json,attacks,template_render,critical,critical,yes,1,25.01,semantic-shell-guard,
corpus-attacks:polyglot-injection/polyglot-injection-005.json,attacks,template_render,critical,critical,yes,1,25.0,semantic-shell-guard,
corpus-attacks:polyglot-injection/polyglot-injection-006.json,attacks,fetch_url,critical,critical,yes,1,25.01,semantic-shell-guard,
corpus-attacks:polyglot-injection/polyglot-injection-007.json,attacks,send_message,critical,critical,yes,1,25.0,default,
corpus-attacks:polyglot-injection/polyglot-injection-008.json,attacks,template_render,critical,critical,yes,1,25.01,encoding-evasion-guard,
corpus-attacks:prompt-injection/pi-001.json,attacks,search,critical,critical,yes,1,25.01,request-prompt-injection,
corpus-attacks:prompt-injection/pi-002.json,attacks,search,critical,critical,yes,1,25.01,request-prompt-injection,
corpus-attacks:prompt-injection/pi-003.json,attacks,search,critical,critical,yes,1,25.0,request-prompt-injection,
corpus-attacks:prompt-injection/pi-004.json,attacks,search,critical,critical,yes,1,25.01,request-prompt-injection,
corpus-attacks:prompt-injection/pi-005.json,attacks,search,critical,critical,yes,1,25.0,request-prompt-injection,
corpus-attacks:prompt-injection/pi-006.json,attacks,search,critical,critical,yes,1,25.01,request-prompt-injection,
corpus-attacks:prompt-injection/pi-007.json,attacks,search,critical,critical,yes,1,25.01,request-prompt-injection,
corpus-attacks:prompt-injection/pi-008.json,attacks,search,critical,critical,yes,1,25.01,request-prompt-injection,
corpus-attacks:prompt-injection/pi-009.json,attacks,search,critical,critical,yes,1,25.01,request-prompt-injection,
corpus-attacks:prompt-injection/pi-010.json,attacks,search,critical,critical,yes,1,25.01,request-prompt-injection,
corpus-attacks:prompt-injection/pi-011.json,attacks,echo,critical,critical,yes,1,25.01,request-prompt-injection,
corpus-attacks:prompt-injection/pi-012.json,attacks,search,critical,critical,yes,1,25.01,request-prompt-injection,
corpus-attacks:prompt-injection/pi-013.json,attacks,search,critical,critical,yes,1,25.02,request-prompt-injection,
corpus-attacks:prompt-injection/pi-014.json,attacks,search,critical,critical,yes,1,25.02,request-prompt-injection,
corpus-attacks:prompt-injection/pi-015.json,attacks,search,critical,critical,yes,1,25.02,request-prompt-injection,
corpus-attacks:prompt-injection/pi-016.json,attacks,search,critical,critical,yes,1,25.01,request-prompt-injection,
corpus-attacks:prompt-injection/pi-017.json,attacks,search,critical,critical,yes,1,25.01,request-prompt-injection,
corpus-attacks:prompt-injection/pi-018.json,attacks,search,critical,critical,yes,1,25.01,request-prompt-injection,
corpus-attacks:prompt-injection/pi-019.json,attacks,search,critical,critical,yes,1,25.02,request-prompt-injection,
corpus-attacks:prompt-injection/pi-020.json,attacks,search,critical,critical,yes,1,25.01,request-prompt-injection,
corpus-attacks:prompt-injection/pi-021.json,attacks,search,critical,critical,yes,1,25.01,request-prompt-injection,
corpus-attacks:prompt-injection/pi-022.json,attacks,search,critical,critical,yes,1,25.0,request-prompt-injection,
corpus-attacks:prompt-injection/pi-023.json,attacks,search,critical,critical,yes,1,25.01,request-prompt-injection,
corpus-attacks:prompt-injection/pi-024.json,attacks,search,critical,critical,yes,1,25.01,request-prompt-injection,
corpus-attacks:prompt-injection/pi-025.json,attacks,search,critical,critical,yes,1,25.01,request-prompt-injection,
corpus-attacks:prompt-injection/pi-026.json,attacks,search,critical,critical,yes,1,25.01,request-prompt-injection,
corpus-attacks:prompt-injection/pi-027.json,attacks,search,critical,critical,yes,1,25.01,request-prompt-injection,
corpus-attacks:prompt-injection/pi-028.json,attacks,search,critical,critical,yes,1,25.01,request-prompt-injection,
corpus-attacks:prompt-injection/pi-029.json,attacks,search,critical,critical,yes,1,25.01,request-prompt-injection,
corpus-attacks:prompt-injection/pi-030.json,attacks,search,critical,critical,yes,1,25.01,request-prompt-injection,
corpus-attacks:prompt-injection/pi-031.json,attacks,search,critical,critical,yes,1,25.0,request-prompt-injection,
corpus-attacks:prompt-injection/pi-032.json,attacks,search,critical,critical,yes,1,25.01,request-prompt-injection,
corpus-attacks:shell-obfuscation/shell-001.json,attacks,search,critical,critical,yes,1,25.01,semantic-shell-guard,
corpus-attacks:shell-obfuscation/shell-002.json,attacks,search,critical,critical,yes,1,25.01,request-prompt-injection,
corpus-attacks:shell-obfuscation/shell-003.json,attacks,search,critical,critical,yes,1,25.01,request-prompt-injection,
corpus-attacks:shell-obfuscation/shell-004.json,attacks,search,critical,critical,yes,1,25.01,semantic-path-guard,
corpus-attacks:shell-obfuscation/shell-005.json,attacks,search,critical,critical,yes,1,25.01,request-prompt-injection,
corpus-attacks:shell-obfuscation/shell-006.json,attacks,search,critical,critical,yes,1,25.01,request-prompt-injection,
corpus-attacks:shell-obfuscation/shell-007.json,attacks,echo,critical,critical,yes,1,25.01,semantic-ssti-guard,
corpus-attacks:shell-obfuscation/shell-008.json,attacks,echo,critical,critical,yes,1,25.01,semantic-ssti-guard,
corpus-attacks:shell-obfuscation/shell-009.json,attacks,echo,critical,critical,yes,1,25.0,semantic-ssti-guard,
corpus-attacks:shell-obfuscation/shell-010.json,attacks,search,critical,critical,yes,1,25.0,semantic-shell-guard,
corpus-attacks:shell-obfuscation/shell-011.json,attacks,search,critical,critical,yes,1,25.01,semantic-shell-guard,
corpus-attacks:shell-obfuscation/shell-012.json,attacks,search,critical,critical,yes,1,25.01,semantic-shell-guard,
corpus-attacks:shell-obfuscation/shell-013.json,attacks,search,critical,critical,yes,1,25.0,semantic-shell-guard,
corpus-attacks:shell-obfuscation/shell-014.json,attacks,search,critical,critical,yes,1,25.01,encoding-evasion-guard,
corpus-attacks:shell-obfuscation/shell-015.json,attacks,search,critical,critical,yes,1,25.01,encoding-evasion-guard,
corpus-attacks:shell-obfuscation/shell-016.json,attacks,search,critical,critical,yes,1,25.01,request-prompt-injection,
corpus-attacks:shell-obfuscation/shell-017.json,attacks,search,critical,critical,yes,1,25.01,request-prompt-injection,
corpus-attacks:shell-obfuscation/shell-018.json,attacks,search,critical,critical,yes,1,25.0,request-prompt-injection,
corpus-attacks:shell-obfuscation/shell-019.json,attacks,search,critical,critical,yes,1,25.01,encoding-evasion-guard,
corpus-attacks:shell-obfuscation/shell-020.json,attacks,search,critical,critical,yes,1,25.0,semantic-shell-guard,
corpus-attacks:shell-obfuscation/shell-021.json,attacks,search,critical,critical,yes,1,25.01,request-prompt-injection,
corpus-attacks:shell-obfuscation/shell-022.json,attacks,search,critical,critical,yes,1,25.01,request-prompt-injection,
corpus-attacks:shell-obfuscation/shell-023.json,attacks,search,critical,critical,yes,1,25.01,request-prompt-injection,
corpus-attacks:shell-obfuscation/shell-024.json,attacks,search,critical,critical,yes,1,25.0,request-prompt-injection,
corpus-attacks:shell-obfuscation/shell-025.json,attacks,search,critical,critical,yes,1,25.0,semantic-shell-guard,
corpus-attacks:shell-obfuscation/shell-026.json,attacks,search,critical,critical,yes,1,25.01,request-prompt-injection,
corpus-attacks:sql-nosql/sql-001.json,attacks,query,critical,critical,yes,1,25.01,encoding-evasion-guard,
corpus-attacks:sql-nosql/sql-002.json,attacks,query,critical,critical,yes,1,25.01,semantic-sql-guard,
corpus-attacks:sql-nosql/sql-003.json,attacks,query,critical,critical,yes,1,25.01,timing-side-channel-guard,
corpus-attacks:sql-nosql/sql-004.json,attacks,query,critical,critical,yes,1,25.01,timing-side-channel-guard,
corpus-attacks:sql-nosql/sql-005.json,attacks,query,critical,critical,yes,1,25.01,semantic-sql-guard,
corpus-attacks:sql-nosql/sql-006.json,attacks,query,critical,critical,yes,1,25.0,semantic-sql-guard,
corpus-attacks:sql-nosql/sql-007.json,attacks,query,critical,critical,yes,1,25.0,semantic-sql-guard,
corpus-attacks:sql-nosql/sql-008.json,attacks,query,critical,critical,yes,1,25.01,semantic-sql-guard,
corpus-attacks:sql-nosql/sql-009.json,attacks,query,critical,critical,yes,1,25.01,semantic-sql-guard,
corpus-attacks:sql-nosql/sql-010.json,attacks,query,critical,critical,yes,1,25.02,semantic-sql-guard,
corpus-attacks:sql-nosql/sql-011.json,attacks,query,critical,critical,yes,1,25.02,semantic-sql-guard,
corpus-attacks:sql-nosql/sql-012.json,attacks,query,critical,critical,yes,1,25.02,semantic-sql-guard,
corpus-attacks:sql-nosql/sql-013.json,attacks,search,critical,critical,yes,1,25.02,semantic-sql-guard,
corpus-attacks:sql-nosql/sql-014.json,attacks,query,critical,critical,yes,1,25.05,semantic-sql-guard,
corpus-attacks:sql-nosql/sql-015.json,attacks,query,critical,critical,yes,1,25.02,semantic-sql-guard,
corpus-attacks:sql-nosql/sql-016.json,attacks,query,critical,critical,yes,1,25.02,semantic-sql-guard,
corpus-attacks:sql-nosql/sql-017.json,attacks,query,critical,critical,yes,1,25.02,semantic-sql-guard,
corpus-attacks:sql-nosql/sql-018.json,attacks,query,critical,critical,yes,1,25.02,semantic-sql-guard,
corpus-attacks:sql-nosql/sql-019.json,attacks,query,critical,critical,yes,1,25.02,semantic-sql-guard,
corpus-attacks:sql-nosql/sql-020.json,attacks,query,critical,critical,yes,1,25.01,semantic-sql-guard,
corpus-attacks:sql-nosql/sql-021.json,attacks,query,critical,critical,yes,1,25.01,semantic-sql-guard,
corpus-attacks:sql-nosql/sql-022.json,attacks,query,critical,critical,yes,1,25.01,semantic-sql-guard,
corpus-attacks:sql-nosql/sql-023.json,attacks,query,critical,critical,yes,1,25.01,semantic-sql-guard,
corpus-attacks:sql-nosql/sql-024.json,attacks,query,critical,critical,yes,1,25.01,semantic-sql-guard,
corpus-attacks:sql-nosql/sql-025.json,attacks,query,critical,critical,yes,1,25.01,semantic-sql-guard,
corpus-attacks:sql-nosql/sql-026.json,attacks,query,critical,critical,yes,1,25.01,semantic-sql-guard,
corpus-attacks:sql-nosql/sql-027.json,attacks,search,critical,critical,yes,1,25.02,semantic-sql-guard,
corpus-attacks:ssrf-url/ssrf-001.json,attacks,puppeteer_navigate,critical,critical,yes,1,25.01,semantic-url-guard,
corpus-attacks:ssrf-url/ssrf-002.json,attacks,read_file,critical,critical,yes,1,25.01,semantic-url-guard,
corpus-attacks:ssrf-url/ssrf-003.json,attacks,search,critical,critical,yes,1,25.01,semantic-url-guard,
corpus-attacks:ssrf-url/ssrf-004.json,attacks,puppeteer_navigate,critical,critical,yes,1,25.01,semantic-url-guard,
corpus-attacks:ssrf-url/ssrf-005.json,attacks,puppeteer_navigate,critical,critical,yes,1,25.01,semantic-url-guard,
corpus-attacks:ssrf-url/ssrf-006.json,attacks,echo,critical,critical,yes,1,25.01,semantic-url-guard,
corpus-attacks:ssrf-url/ssrf-007.json,attacks,echo,critical,critical,yes,1,25.01,semantic-url-guard,
corpus-attacks:ssrf-url/ssrf-008.json,attacks,puppeteer_screenshot,critical,critical,yes,1,25.01,semantic-url-guard,
corpus-attacks:ssrf-url/ssrf-009.json,attacks,search,critical,critical,yes,1,25.0,request-prompt-injection,
corpus-attacks:ssrf-url/ssrf-010.json,attacks,echo,critical,critical,yes,1,25.01,semantic-url-guard,
corpus-attacks:ssrf-url/ssrf-011.json,attacks,echo,critical,critical,yes,1,25.0,semantic-url-guard,
corpus-attacks:ssrf-url/ssrf-012.json,attacks,echo,critical,critical,yes,1,25.01,semantic-url-guard,
corpus-attacks:ssrf-url/ssrf-013.json,attacks,puppeteer_navigate,critical,critical,yes,1,25.01,semantic-url-guard,
